Source Name	Characteristics [Organism]	Description	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE3218GSM72469	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72469 sample	P-G3218-2	GSE3218GSM72469 extract	total_RNA	P-G3218-1	GSE3218GSM72469 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 521A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 521A 2	GSM72469.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72474	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72474 sample	P-G3218-2	GSE3218GSM72474 extract	total_RNA	P-G3218-1	GSE3218GSM72474 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 562A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 562A 2	GSM72474.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72465	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Seminoma, syncytiotrophoblasts)	GSE3218GSM72465 sample	P-G3218-2	GSE3218GSM72465 extract	total_RNA	P-G3218-1	GSE3218GSM72465 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 503A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 503A 2	GSM72465.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72456	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72456 sample	P-G3218-2	GSE3218GSM72456 extract	total_RNA	P-G3218-1	GSE3218GSM72456 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 435A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 435A 2	GSM72456.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72401	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from mediastinum (from same patient as 186B). pure GCT (Yolk Sac Tumor)	GSE3218GSM72401 sample	P-G3218-2	GSE3218GSM72401 extract	total_RNA	P-G3218-1	GSE3218GSM72401 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 186A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 186A 2	GSM72401.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72433	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from retroperitoneal lymph node metastasis (same patient as 303A). pure GCT (Yolk Sac Tumor)	GSE3218GSM72433 sample	P-G3218-2	GSE3218GSM72433 extract	total_RNA	P-G3218-1	GSE3218GSM72433 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 303A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 303A 2	GSM72433.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72389	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72389 sample	P-G3218-3	GSE3218GSM72389 extract	total_RNA	P-G3218-1	GSE3218GSM72389 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls Norm1B2 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B2 1	GSM72389.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72336	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72336 sample	P-G3218-2	GSE3218GSM72336 extract	total_RNA	P-G3218-1	GSE3218GSM72336 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 385A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 385A 1	GSM72336.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72430	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72430 sample	P-G3218-2	GSE3218GSM72430 extract	total_RNA	P-G3218-1	GSE3218GSM72430 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 288A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 288A 2	GSM72430.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72351	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac Tumor, Teratoma)	GSE3218GSM72351 sample	P-G3218-2	GSE3218GSM72351 extract	total_RNA	P-G3218-1	GSE3218GSM72351 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	germ cell tumors (GCT) and normal controls 465A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 465A 1	GSM72351.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72355	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72355 sample	P-G3218-2	GSE3218GSM72355 extract	total_RNA	P-G3218-1	GSE3218GSM72355 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 493A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 493A 1	GSM72355.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72357	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac, Teratoma)	GSE3218GSM72357 sample	P-G3218-2	GSE3218GSM72357 extract	total_RNA	P-G3218-1	GSE3218GSM72357 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	germ cell tumors (GCT) and normal controls 500A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 500A 1	GSM72357.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72313	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from retroperitoneal lymph node metastasis (from same patient as 231B). pure GCT (Teratoma)	GSE3218GSM72313 sample	P-G3218-2	GSE3218GSM72313 extract	total_RNA	P-G3218-1	GSE3218GSM72313 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 231A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 231A 1	GSM72313.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72350	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72350 sample	P-G3218-2	GSE3218GSM72350 extract	total_RNA	P-G3218-1	GSE3218GSM72350 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 460A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 460A 1	GSM72350.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72426	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Choriocarcinoma)	GSE3218GSM72426 sample	P-G3218-2	GSE3218GSM72426 extract	total_RNA	P-G3218-1	GSE3218GSM72426 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 249A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 249A 2	GSM72426.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72333	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72333 sample	P-G3218-2	GSE3218GSM72333 extract	total_RNA	P-G3218-1	GSE3218GSM72333 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 371A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 371A 1	GSM72333.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72293	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72293 sample	P-G3218-2	GSE3218GSM72293 extract	total_RNA	P-G3218-1	GSE3218GSM72293 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 184B 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 184B 1	GSM72293.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72413	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72413 sample	P-G3218-2	GSE3218GSM72413 extract	total_RNA	P-G3218-1	GSE3218GSM72413 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 214A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 214A 2	GSM72413.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72288	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from testis (same patient as 155C). mixed GCT (Embryonal Carcinoma, Teratoma)	GSE3218GSM72288 sample	P-G3218-2	GSE3218GSM72288 extract	total_RNA	P-G3218-1	GSE3218GSM72288 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 155A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 155A 1	GSM72288.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72392	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72392 sample	P-G3218-3	GSE3218GSM72392 extract	total_RNA	P-G3218-1	GSE3218GSM72392 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls Norm1C10 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1C10 1	GSM72392.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72466	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac, Teratoma)	GSE3218GSM72466 sample	P-G3218-2	GSE3218GSM72466 extract	total_RNA	P-G3218-1	GSE3218GSM72466 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 512A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 512A 2	GSM72466.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72490	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72490 sample	P-G3218-2	GSE3218GSM72490 extract	total_RNA	P-G3218-1	GSE3218GSM72490 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 596A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 596A 2	GSM72490.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72406	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac Tumor, Teratoma, Seminoma, syncytiotrophoblasts)	GSE3218GSM72406 sample	P-G3218-2	GSE3218GSM72406 extract	total_RNA	P-G3218-1	GSE3218GSM72406 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 193A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 193A 2	GSM72406.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72370	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72370 sample	P-G3218-2	GSE3218GSM72370 extract	total_RNA	P-G3218-1	GSE3218GSM72370 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 573A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 573A 1	GSM72370.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72375	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72375 sample	P-G3218-2	GSE3218GSM72375 extract	total_RNA	P-G3218-1	GSE3218GSM72375 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 584A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 584A 1	GSM72375.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72346	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72346 sample	P-G3218-2	GSE3218GSM72346 extract	total_RNA	P-G3218-1	GSE3218GSM72346 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 428A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 428A 1	GSM72346.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72319	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Choriocarcinoma)	GSE3218GSM72319 sample	P-G3218-2	GSE3218GSM72319 extract	total_RNA	P-G3218-1	GSE3218GSM72319 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 249A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 249A 1	GSM72319.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72371	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72371 sample	P-G3218-2	GSE3218GSM72371 extract	total_RNA	P-G3218-1	GSE3218GSM72371 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 580A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 580A 1	GSM72371.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72294	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from mediastinum (from same patient as 186B). pure GCT (Yolk Sac Tumor)	GSE3218GSM72294 sample	P-G3218-2	GSE3218GSM72294 extract	total_RNA	P-G3218-1	GSE3218GSM72294 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 186A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 186A 1	GSM72294.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72338	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Teratoma)	GSE3218GSM72338 sample	P-G3218-2	GSE3218GSM72338 extract	total_RNA	P-G3218-1	GSE3218GSM72338 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 396A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 396A 1	GSM72338.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
